Distance_Num,Bill subtotal,Packaging charges,Total,Target_Beli,Status_Transaksi
7.0,579.0,28.95,607.95,1,Sukses (Delivered)
8.0,859.0,42.95,901.95,1,Sukses (Delivered)
3.0,355.0,17.75,372.75,1,Sukses (Delivered)
4.0,310.0,10.5,220.5,1,Sukses (Delivered)
2.0,579.0,28.95,607.95,1,Sukses (Delivered)
3.0,620.0,15.5,325.5,1,Sukses (Delivered)
6.0,329.0,14.81,310.91,1,Sukses (Delivered)
4.0,907.0,45.35,952.35,1,Sukses (Delivered)
4.0,917.0,45.85,962.85,1,Sukses (Delivered)
1.0,730.0,31.57,663.02,1,Sukses (Delivered)
3.0,289.0,9.5,199.5,1,Sukses (Delivered)
4.0,579.0,28.95,607.95,1,Sukses (Delivered)
9.0,579.0,24.3,510.3,1,Sukses (Delivered)
4.0,310.0,11.5,241.5,1,Sukses (Delivered)
3.0,899.0,22.48,471.98,1,Sukses (Delivered)
3.0,579.0,28.95,607.95,1,Sukses (Delivered)
1.0,840.0,42.0,882.0,1,Sukses (Delivered)
6.0,609.0,24.45,513.45,1,Sukses (Delivered)
1.0,269.0,8.95,187.95,1,Sukses (Delivered)
1.0,760.0,34.0,714.0,1,Sukses (Delivered)
3.0,329.0,11.5,241.5,1,Sukses (Delivered)
3.0,1188.0,51.55,1082.55,1,Sukses (Delivered)
4.0,1170.0,29.25,614.25,1,Sukses (Delivered)
6.0,599.0,29.95,628.95,1,Sukses (Delivered)
6.0,798.0,34.9,732.9,1,Sukses (Delivered)
2.0,747.0,16.81,352.96,1,Sukses (Delivered)
10.0,460.0,23.0,483.0,1,Sukses (Delivered)
1.0,877.0,43.85,920.85,1,Sukses (Delivered)
8.0,1108.0,45.4,953.4,1,Sukses (Delivered)
1.0,677.0,33.85,710.85,1,Sukses (Delivered)
7.0,958.0,42.3,888.3,1,Sukses (Delivered)
9.0,579.0,28.95,607.95,1,Sukses (Delivered)
2.0,275.0,13.75,288.75,1,Sukses (Delivered)
3.0,459.0,22.95,481.95,1,Sukses (Delivered)
4.0,325.0,12.25,257.25,1,Sukses (Delivered)
4.0,619.0,30.95,649.95,1,Sukses (Delivered)
14.0,1218.0,40.68,854.18,1,Sukses (Delivered)
5.0,585.0,23.25,488.25,1,Sukses (Delivered)
2.0,325.0,12.25,257.25,1,Sukses (Delivered)
4.0,749.0,32.45,681.45,1,Sukses (Delivered)
2.0,310.0,11.0,231.0,1,Sukses (Delivered)
2.0,996.0,39.8,835.8,1,Sukses (Delivered)
3.0,878.0,43.9,921.9,1,Sukses (Delivered)
3.0,310.0,15.5,325.5,1,Sukses (Delivered)
5.0,679.0,40.74,719.74,1,Sukses (Delivered)
6.0,778.0,32.9,690.9,1,Sukses (Delivered)
6.0,399.0,19.95,418.95,1,Sukses (Delivered)
6.0,4785.68,234.28,4919.96,1,Sukses (Delivered)
6.0,1088.0,49.75,1044.75,1,Sukses (Delivered)
2.0,740.0,37.0,777.0,1,Sukses (Delivered)
1.0,289.0,9.95,208.95,0,Gagal (Cancelled/Missed)
3.0,960.0,48.0,1008.0,1,Sukses (Delivered)
2.0,513.0,21.65,454.65,1,Sukses (Delivered)
3.0,558.0,22.9,480.9,1,Sukses (Delivered)
9.0,385.0,15.25,320.25,1,Sukses (Delivered)
2.0,325.0,11.75,246.75,1,Sukses (Delivered)
6.0,618.0,30.9,648.9,1,Sukses (Delivered)
3.0,420.0,21.0,441.0,1,Sukses (Delivered)
4.0,239.0,7.45,156.45,1,Sukses (Delivered)
1.0,888.0,44.4,932.4,1,Sukses (Delivered)
4.0,1238.0,51.9,1089.9,1,Sukses (Delivered)
2.0,649.0,28.07,589.45,1,Sukses (Delivered)
3.0,659.0,27.95,586.95,1,Sukses (Delivered)
3.0,659.0,32.95,691.95,1,Sukses (Delivered)
4.0,748.0,18.7,392.7,1,Sukses (Delivered)
3.0,859.0,42.95,901.95,1,Sukses (Delivered)
7.0,988.0,24.7,518.7,1,Sukses (Delivered)
4.0,239.0,11.95,250.95,1,Sukses (Delivered)
5.0,629.0,31.45,660.45,1,Sukses (Delivered)
15.0,1237.0,51.85,1088.85,1,Sukses (Delivered)
6.0,585.0,25.25,530.25,1,Sukses (Delivered)
1.0,449.0,17.45,366.45,1,Sukses (Delivered)
2.0,698.0,28.9,606.9,1,Sukses (Delivered)
5.0,829.0,35.45,744.45,1,Sukses (Delivered)
7.0,1128.0,48.55,1019.55,1,Sukses (Delivered)
2.0,723.0,31.15,654.15,1,Sukses (Delivered)
1.0,1198.0,51.15,1074.15,1,Sukses (Delivered)
1.0,974.0,36.45,765.45,1,Sukses (Delivered)
5.0,599.0,29.95,628.95,1,Sukses (Delivered)
5.0,1615.0,71.75,1506.75,1,Sukses (Delivered)
3.0,1006.0,42.4,890.4,1,Sukses (Delivered)
3.0,768.0,19.2,403.2,1,Sukses (Delivered)
2.0,799.0,35.96,755.06,1,Sukses (Delivered)
5.0,549.0,27.45,576.45,1,Sukses (Delivered)
8.0,679.0,33.95,712.95,1,Sukses (Delivered)
1.0,459.0,17.95,376.95,1,Sukses (Delivered)
5.0,879.0,35.2,739.2,1,Sukses (Delivered)
1.0,628.0,26.75,561.75,1,Sukses (Delivered)
4.0,770.0,29.75,624.75,1,Sukses (Delivered)
1.0,1128.0,56.4,1184.4,1,Sukses (Delivered)
2.0,679.0,33.95,712.95,1,Sukses (Delivered)
1.0,355.0,13.75,288.75,1,Sukses (Delivered)
4.0,310.0,15.5,325.5,1,Sukses (Delivered)
2.0,310.0,15.5,325.5,1,Sukses (Delivered)
3.0,1760.0,88.0,1848.0,1,Sukses (Delivered)
1.0,808.0,40.4,848.4,1,Sukses (Delivered)
3.0,850.0,42.5,892.5,1,Sukses (Delivered)
3.0,738.0,36.9,774.9,1,Sukses (Delivered)
3.0,319.0,15.95,334.95,1,Sukses (Delivered)
6.0,259.0,12.95,271.95,1,Sukses (Delivered)
4.0,609.0,25.45,534.45,1,Sukses (Delivered)
6.0,405.0,20.25,425.25,1,Sukses (Delivered)
1.0,279.0,9.0,189.0,1,Sukses (Delivered)
2.0,310.0,15.5,325.5,1,Sukses (Delivered)
5.0,479.0,23.95,502.95,1,Sukses (Delivered)
7.0,755.0,27.75,582.75,1,Sukses (Delivered)
2.0,1045.0,26.13,548.63,1,Sukses (Delivered)
2.0,370.0,14.5,304.5,0,Gagal (Cancelled/Missed)
1.0,1258.0,54.41,1142.58,1,Sukses (Delivered)
7.0,355.0,17.75,372.75,1,Sukses (Delivered)
3.0,1123.0,56.15,1179.15,1,Sukses (Delivered)
2.0,1498.0,42.65,895.65,1,Sukses (Delivered)
8.0,399.0,19.95,418.95,1,Sukses (Delivered)
2.0,928.0,36.4,764.4,1,Sukses (Delivered)
2.0,868.0,37.54,788.36,1,Sukses (Delivered)
9.0,900.0,38.93,817.43,1,Sukses (Delivered)
1.0,767.0,24.13,506.63,1,Sukses (Delivered)
2.0,579.0,28.95,607.95,1,Sukses (Delivered)
10.0,1248.0,62.4,1310.4,1,Sukses (Delivered)
3.0,499.0,20.45,429.45,1,Sukses (Delivered)
6.0,479.0,23.95,502.95,1,Sukses (Delivered)
4.0,840.0,38.05,799.05,1,Sukses (Delivered)
4.0,449.0,22.45,471.45,1,Sukses (Delivered)
7.0,970.0,39.75,834.75,1,Sukses (Delivered)
4.0,649.0,38.94,687.94,1,Sukses (Delivered)
2.0,1113.0,47.8,1003.8,1,Sukses (Delivered)
2.0,994.0,45.2,949.2,1,Sukses (Delivered)
3.0,289.0,14.45,303.45,1,Sukses (Delivered)
5.0,460.0,23.0,483.0,1,Sukses (Delivered)
5.0,578.0,22.01,462.21,1,Sukses (Delivered)
4.0,738.0,36.9,774.9,1,Sukses (Delivered)
2.0,2006.0,95.3,2001.3,1,Sukses (Delivered)
3.0,948.0,36.97,776.41,1,Sukses (Delivered)
5.0,659.0,27.95,586.95,1,Sukses (Delivered)
6.0,1016.0,42.95,901.95,1,Sukses (Delivered)
4.0,1576.0,66.98,1406.58,1,Sukses (Delivered)
2.0,459.0,17.95,376.95,1,Sukses (Delivered)
1.0,325.0,16.25,341.25,1,Sukses (Delivered)
2.0,259.0,8.0,168.0,1,Sukses (Delivered)
17.0,318.0,15.9,333.9,1,Sukses (Delivered)
6.0,749.0,32.45,681.45,1,Sukses (Delivered)
1.0,459.0,22.95,481.95,1,Sukses (Delivered)
1.0,520.0,26.0,546.0,1,Sukses (Delivered)
5.0,355.0,13.25,278.25,1,Sukses (Delivered)
14.0,839.0,41.95,880.95,1,Sukses (Delivered)
2.0,620.0,27.0,567.0,1,Sukses (Delivered)
3.0,599.0,24.95,523.95,1,Sukses (Delivered)
1.0,525.0,26.25,551.25,1,Sukses (Delivered)
7.0,620.0,26.0,546.0,1,Sukses (Delivered)
7.0,899.0,22.48,471.98,1,Sukses (Delivered)
1.0,479.0,18.95,397.95,1,Sukses (Delivered)
1.0,2125.48,97.27,2042.75,1,Sukses (Delivered)
5.0,738.0,36.9,774.9,1,Sukses (Delivered)
7.0,449.0,17.45,366.45,1,Sukses (Delivered)
2.0,859.0,42.95,901.95,1,Sukses (Delivered)
3.0,1696.0,84.8,1780.8,1,Sukses (Delivered)
1.0,858.0,42.9,900.9,1,Sukses (Delivered)
9.0,310.0,11.5,241.5,1,Sukses (Delivered)
4.0,980.0,40.25,845.25,1,Sukses (Delivered)
6.0,1280.0,55.25,1160.25,1,Sukses (Delivered)
5.0,319.0,15.95,334.95,1,Sukses (Delivered)
2.0,1042.29,44.27,929.56,1,Sukses (Delivered)
1.0,289.0,14.45,303.45,1,Sukses (Delivered)
3.0,579.0,23.95,502.95,1,Sukses (Delivered)
5.0,1036.0,41.8,877.8,1,Sukses (Delivered)
8.0,659.0,27.95,586.95,1,Sukses (Delivered)
14.0,718.0,35.9,753.9,1,Sukses (Delivered)
5.0,349.0,17.45,366.45,1,Sukses (Delivered)
3.0,1205.0,51.5,1081.5,1,Sukses (Delivered)
6.0,897.0,40.2,844.2,1,Sukses (Delivered)
2.0,459.0,22.95,481.95,1,Sukses (Delivered)
1.0,459.0,22.95,481.95,1,Sukses (Delivered)
1.0,599.0,29.95,628.95,1,Sukses (Delivered)
1.0,549.0,27.45,576.45,1,Sukses (Delivered)
6.0,598.05,24.95,524.0,1,Sukses (Delivered)
3.0,457.0,18.35,385.35,1,Sukses (Delivered)
2.0,544.0,22.2,466.2,1,Sukses (Delivered)
11.0,705.0,35.25,740.25,1,Sukses (Delivered)
7.0,355.0,17.75,372.75,1,Sukses (Delivered)
3.0,1078.0,48.3,1014.3,1,Sukses (Delivered)
2.0,399.0,19.95,418.95,1,Sukses (Delivered)
3.0,870.0,21.75,456.75,1,Sukses (Delivered)
9.0,889.0,38.45,807.43,1,Sukses (Delivered)
3.0,548.0,27.4,575.4,1,Sukses (Delivered)
2.0,778.0,38.9,816.9,1,Sukses (Delivered)
7.0,858.0,37.11,779.28,1,Sukses (Delivered)
4.0,585.0,25.3,531.32,1,Sukses (Delivered)
10.0,329.0,16.45,345.45,1,Sukses (Delivered)
2.0,624.0,16.07,337.52,1,Sukses (Delivered)
4.0,599.0,29.95,628.95,1,Sukses (Delivered)
10.0,1226.0,53.45,1122.45,1,Sukses (Delivered)
2.0,325.0,12.25,257.25,1,Sukses (Delivered)
1.0,715.0,30.92,649.39,1,Sukses (Delivered)
1.0,598.0,14.95,313.95,1,Sukses (Delivered)
6.0,1903.0,95.15,1998.15,1,Sukses (Delivered)
3.0,325.0,16.25,341.25,1,Sukses (Delivered)
11.0,1252.24,62.61,1314.85,1,Sukses (Delivered)
3.0,299.0,14.95,313.95,1,Sukses (Delivered)
2.0,310.0,10.5,220.5,1,Sukses (Delivered)
4.0,2342.0,101.29,2127.12,1,Sukses (Delivered)
1.0,620.0,15.5,325.5,1,Sukses (Delivered)
3.0,649.0,32.45,681.45,1,Sukses (Delivered)
9.0,1068.0,43.4,911.4,1,Sukses (Delivered)
2.0,258.0,8.4,176.4,1,Sukses (Delivered)
2.0,659.0,32.95,691.95,1,Sukses (Delivered)
4.0,579.0,28.95,607.95,1,Sukses (Delivered)
8.0,599.0,24.95,523.95,1,Sukses (Delivered)
1.0,478.0,23.9,501.9,1,Sukses (Delivered)
7.0,349.0,15.71,329.81,1,Sukses (Delivered)
3.0,840.0,34.15,717.15,1,Sukses (Delivered)
2.0,540.0,27.0,567.0,1,Sukses (Delivered)
5.0,599.0,26.96,566.06,1,Sukses (Delivered)
2.0,659.0,32.95,691.95,1,Sukses (Delivered)
11.0,508.0,20.4,428.4,1,Sukses (Delivered)
1.0,208.0,5.45,114.45,1,Sukses (Delivered)
4.0,619.0,30.95,649.95,1,Sukses (Delivered)
9.0,1467.0,63.45,1332.4,1,Sukses (Delivered)
9.0,679.0,29.45,618.45,1,Sukses (Delivered)
5.0,700.0,18.75,393.75,1,Sukses (Delivered)
2.0,579.0,28.95,607.95,1,Sukses (Delivered)
2.0,318.0,10.9,228.9,1,Sukses (Delivered)
2.0,1144.05,57.2,1201.25,1,Sukses (Delivered)
3.0,518.0,25.9,543.9,1,Sukses (Delivered)
5.0,728.05,30.4,638.45,1,Sukses (Delivered)
1.0,385.0,15.25,320.25,1,Sukses (Delivered)
6.0,787.0,39.35,826.35,1,Sukses (Delivered)
2.0,598.0,24.95,523.95,1,Sukses (Delivered)
7.0,836.0,41.8,877.8,1,Sukses (Delivered)
2.0,460.0,19.0,399.0,1,Sukses (Delivered)
4.0,460.0,18.0,378.0,1,Sukses (Delivered)
1.0,310.0,10.55,221.55,1,Sukses (Delivered)
2.0,1487.0,64.35,1351.35,1,Sukses (Delivered)
3.0,476.2,18.81,395.01,1,Sukses (Delivered)
9.0,599.0,24.35,511.35,1,Sukses (Delivered)
1.0,599.0,29.95,628.95,1,Sukses (Delivered)
11.0,420.0,18.5,388.5,1,Sukses (Delivered)
7.0,310.0,15.5,325.5,1,Sukses (Delivered)
5.0,620.0,27.0,567.0,1,Sukses (Delivered)
4.0,435.0,17.75,372.75,1,Sukses (Delivered)
9.0,1118.0,51.25,1076.25,1,Sukses (Delivered)
3.0,499.0,24.95,523.95,1,Sukses (Delivered)
6.0,958.0,37.9,795.9,1,Sukses (Delivered)
8.0,647.0,27.85,584.85,1,Sukses (Delivered)
1.0,645.0,27.75,582.75,1,Sukses (Delivered)
3.0,599.0,29.95,628.95,1,Sukses (Delivered)
16.0,808.0,40.4,848.4,1,Sukses (Delivered)
1.0,1177.0,45.9,963.96,1,Sukses (Delivered)
8.0,459.0,22.95,481.95,1,Sukses (Delivered)
1.0,199.0,9.95,208.95,1,Sukses (Delivered)
2.0,479.0,19.45,408.45,1,Sukses (Delivered)
6.0,649.0,27.45,576.45,1,Sukses (Delivered)
6.0,778.0,33.9,711.9,1,Sukses (Delivered)
1.0,688.0,29.4,617.4,1,Sukses (Delivered)
2.0,858.0,32.9,690.9,1,Sukses (Delivered)
7.0,1287.0,59.7,1253.7,1,Sukses (Delivered)
1.0,1395.0,65.75,1380.75,1,Sukses (Delivered)
11.0,1404.0,70.2,1474.2,1,Sukses (Delivered)
6.0,325.0,16.25,341.25,1,Sukses (Delivered)
1.0,310.0,10.55,221.55,1,Sukses (Delivered)
5.0,1897.0,84.85,1781.85,1,Sukses (Delivered)
2.0,599.0,24.95,523.95,1,Sukses (Delivered)
1.0,375.0,13.8,289.8,1,Sukses (Delivered)
1.0,599.0,29.95,628.95,1,Sukses (Delivered)
8.0,918.0,35.9,753.9,1,Sukses (Delivered)
6.0,679.0,33.95,712.95,1,Sukses (Delivered)
8.0,659.0,28.3,594.3,1,Sukses (Delivered)
3.0,549.0,22.8,478.8,1,Sukses (Delivered)
3.0,1058.0,52.9,1110.9,1,Sukses (Delivered)
2.0,599.0,29.95,628.95,1,Sukses (Delivered)
2.0,479.0,23.95,502.95,1,Sukses (Delivered)
1.0,310.0,11.0,231.0,1,Sukses (Delivered)
6.0,579.0,28.95,607.95,1,Sukses (Delivered)
2.0,325.0,12.25,257.25,1,Sukses (Delivered)
1.0,598.05,25.4,533.45,1,Sukses (Delivered)
5.0,385.0,19.25,404.25,1,Sukses (Delivered)
4.0,627.0,28.22,592.52,1,Sukses (Delivered)
4.0,319.0,11.0,231.0,1,Sukses (Delivered)
1.0,478.0,23.9,501.9,1,Sukses (Delivered)
5.0,948.0,42.4,890.4,1,Sukses (Delivered)
2.0,1000.0,50.0,1050.0,1,Sukses (Delivered)
2.0,645.0,28.25,593.25,1,Sukses (Delivered)
2.0,749.0,37.45,786.45,1,Sukses (Delivered)
5.0,1057.0,40.59,852.39,1,Sukses (Delivered)
1.0,538.0,21.3,447.3,1,Sukses (Delivered)
5.0,355.0,13.75,288.75,1,Sukses (Delivered)
3.0,938.0,36.9,774.9,1,Sukses (Delivered)
9.0,895.0,38.71,812.88,1,Sukses (Delivered)
7.0,828.0,36.4,764.4,1,Sukses (Delivered)
3.0,1218.0,45.9,963.9,1,Sukses (Delivered)
3.0,1048.0,52.4,1100.4,1,Sukses (Delivered)
9.0,597.0,29.85,626.85,1,Sukses (Delivered)
16.0,808.0,40.4,848.4,1,Sukses (Delivered)
6.0,1066.0,43.3,909.3,1,Sukses (Delivered)
2.0,289.0,14.45,303.45,1,Sukses (Delivered)
5.0,1087.0,46.5,976.5,1,Sukses (Delivered)
6.0,579.0,28.95,607.95,1,Sukses (Delivered)
3.0,1385.0,69.25,1454.25,1,Sukses (Delivered)
3.0,2846.0,142.3,2988.3,1,Sukses (Delivered)
7.0,1608.0,80.4,1688.4,1,Sukses (Delivered)
1.0,408.0,15.45,324.45,1,Sukses (Delivered)
2.0,599.0,24.95,523.95,1,Sukses (Delivered)
5.0,1058.0,52.9,1110.9,1,Sukses (Delivered)
3.0,990.0,40.75,855.75,1,Sukses (Delivered)
2.0,568.05,23.4,491.45,1,Sukses (Delivered)
2.0,930.0,34.25,719.25,1,Sukses (Delivered)
2.0,585.0,24.25,509.25,1,Sukses (Delivered)
8.0,609.0,30.45,639.45,1,Sukses (Delivered)
14.0,1215.05,55.75,1170.8,1,Sukses (Delivered)
8.0,479.0,21.56,452.66,1,Sukses (Delivered)
5.0,709.0,30.95,649.95,1,Sukses (Delivered)
5.0,1235.0,51.75,1086.75,1,Sukses (Delivered)
2.0,749.0,37.45,786.45,1,Sukses (Delivered)
1.0,259.0,12.95,271.95,1,Sukses (Delivered)
1.0,619.0,26.0,546.0,1,Sukses (Delivered)
5.0,585.0,24.25,509.25,1,Sukses (Delivered)
4.0,834.0,32.95,691.95,1,Sukses (Delivered)
5.0,728.0,36.4,764.4,1,Sukses (Delivered)
3.0,1188.0,51.38,1079.0,1,Sukses (Delivered)
5.0,1446.0,72.3,1518.3,1,Sukses (Delivered)
8.0,599.0,29.95,628.95,1,Sukses (Delivered)
6.0,607.0,25.4,533.4,1,Sukses (Delivered)
9.0,1147.0,52.35,1099.35,1,Sukses (Delivered)
7.0,1258.0,62.9,1320.9,1,Sukses (Delivered)
3.0,715.0,35.75,750.75,1,Sukses (Delivered)
8.0,659.0,28.3,594.3,1,Sukses (Delivered)
3.0,318.0,11.4,239.4,1,Sukses (Delivered)
2.0,1047.0,52.35,1099.35,1,Sukses (Delivered)
5.0,1068.0,44.65,937.65,1,Sukses (Delivered)
9.0,1765.0,79.5,1669.5,1,Sukses (Delivered)
3.0,635.0,27.46,576.73,1,Sukses (Delivered)
2.0,599.0,24.95,523.95,1,Sukses (Delivered)
1.0,1622.0,72.99,1532.79,1,Sukses (Delivered)
6.0,1130.0,48.65,1021.65,1,Sukses (Delivered)
4.0,599.0,29.95,628.95,1,Sukses (Delivered)
15.0,1206.0,54.27,1139.67,1,Sukses (Delivered)
6.0,659.0,32.95,691.95,1,Sukses (Delivered)
1.0,449.0,17.5,367.5,1,Sukses (Delivered)
7.0,310.0,15.5,325.5,1,Sukses (Delivered)
3.0,1028.0,51.4,1079.4,1,Sukses (Delivered)
2.0,820.0,33.15,696.15,1,Sukses (Delivered)
5.0,1045.0,44.4,932.4,1,Sukses (Delivered)
2.0,548.0,22.4,470.4,1,Sukses (Delivered)
5.0,1058.0,52.9,1110.9,1,Sukses (Delivered)
4.0,838.0,41.9,879.9,1,Sukses (Delivered)
2.0,427.0,10.68,224.18,1,Sukses (Delivered)
1.0,329.0,16.45,345.45,1,Sukses (Delivered)
4.0,958.0,41.43,870.1,1,Sukses (Delivered)
5.0,664.05,28.2,592.25,1,Sukses (Delivered)
1.0,710.0,17.75,372.75,1,Sukses (Delivered)
3.0,249.0,12.45,261.45,1,Sukses (Delivered)
4.0,449.0,22.45,471.45,1,Sukses (Delivered)
2.0,325.0,12.25,257.25,1,Sukses (Delivered)
6.0,599.0,29.95,628.95,1,Sukses (Delivered)
3.0,465.0,23.25,488.25,1,Sukses (Delivered)
6.0,1195.0,51.68,1085.35,1,Sukses (Delivered)
4.0,539.0,22.0,462.0,1,Sukses (Delivered)
10.0,1327.0,46.13,968.63,1,Sukses (Delivered)
2.0,310.0,10.5,220.5,0,Gagal (Cancelled/Missed)
1.0,1107.0,47.5,997.5,1,Sukses (Delivered)
6.0,658.0,32.9,690.9,1,Sukses (Delivered)
1.0,868.0,43.4,911.4,1,Sukses (Delivered)
4.0,1525.0,62.75,1317.75,1,Sukses (Delivered)
3.0,585.0,29.25,614.25,1,Sukses (Delivered)
3.0,599.0,29.95,628.95,1,Sukses (Delivered)
5.0,310.0,15.5,325.5,1,Sukses (Delivered)
1.0,1038.0,41.9,879.9,1,Sukses (Delivered)
8.0,859.0,37.95,796.95,1,Sukses (Delivered)
3.0,598.0,24.95,523.95,1,Sukses (Delivered)
1.0,465.0,23.25,488.25,1,Sukses (Delivered)
5.0,375.0,9.38,196.88,1,Sukses (Delivered)
2.0,799.0,35.0,735.0,1,Sukses (Delivered)
2.0,479.0,18.97,398.37,1,Sukses (Delivered)
5.0,385.0,19.25,404.25,1,Sukses (Delivered)
4.0,579.0,28.95,607.95,1,Sukses (Delivered)
7.0,1907.0,70.09,1471.81,1,Sukses (Delivered)
7.0,620.0,15.5,325.5,1,Sukses (Delivered)
5.0,998.0,49.9,1047.9,1,Sukses (Delivered)
1.0,629.0,31.45,660.45,1,Sukses (Delivered)
4.0,1120.0,56.0,1176.0,1,Sukses (Delivered)
3.0,799.0,39.95,838.95,1,Sukses (Delivered)
2.0,349.0,17.45,366.45,1,Sukses (Delivered)
7.0,538.0,26.9,564.9,1,Sukses (Delivered)
2.0,919.0,39.75,834.68,1,Sukses (Delivered)
1.0,745.0,32.22,676.64,1,Sukses (Delivered)
6.0,658.0,28.4,596.4,1,Sukses (Delivered)
10.0,750.0,32.44,681.19,1,Sukses (Delivered)
3.0,375.0,14.75,309.75,1,Sukses (Delivered)
5.0,1287.0,55.66,1168.91,1,Sukses (Delivered)
4.0,399.0,19.95,418.95,1,Sukses (Delivered)
3.0,259.0,8.45,177.45,1,Sukses (Delivered)
3.0,977.0,38.1,800.15,1,Sukses (Delivered)
7.0,1936.0,83.3,1749.3,1,Sukses (Delivered)
1.0,958.0,47.9,1005.9,1,Sukses (Delivered)
3.0,659.0,32.95,691.95,1,Sukses (Delivered)
2.0,598.0,29.9,627.9,1,Sukses (Delivered)
1.0,628.0,31.4,659.4,1,Sukses (Delivered)
3.0,698.0,29.3,615.3,1,Sukses (Delivered)
5.0,319.0,15.95,334.95,1,Sukses (Delivered)
13.0,599.0,29.95,628.95,1,Sukses (Delivered)
2.0,259.0,8.0,168.0,1,Sukses (Delivered)
8.0,908.0,54.48,962.48,1,Sukses (Delivered)
3.0,718.0,35.9,753.9,1,Sukses (Delivered)
6.0,325.0,16.25,341.25,1,Sukses (Delivered)
4.0,548.0,13.7,287.7,1,Sukses (Delivered)
5.0,598.0,25.4,533.4,1,Sukses (Delivered)
4.0,259.0,8.0,168.0,1,Sukses (Delivered)
1.0,579.0,28.95,607.95,1,Sukses (Delivered)
11.0,619.0,30.95,649.95,1,Sukses (Delivered)
5.0,1037.0,39.69,833.49,1,Sukses (Delivered)
1.0,259.0,11.66,244.76,1,Sukses (Delivered)
1.0,349.0,12.5,262.5,1,Sukses (Delivered)
3.0,460.0,19.0,399.0,1,Sukses (Delivered)
10.0,358.0,21.48,379.48,1,Sukses (Delivered)
7.0,1498.0,37.45,786.45,1,Sukses (Delivered)
6.0,599.0,29.95,628.95,1,Sukses (Delivered)
6.0,908.0,45.4,953.4,1,Sukses (Delivered)
5.0,1367.0,68.35,1435.35,1,Sukses (Delivered)
5.0,310.0,10.5,220.5,1,Sukses (Delivered)
7.0,629.0,26.45,555.45,1,Sukses (Delivered)
1.0,310.0,11.5,241.5,1,Sukses (Delivered)
2.0,568.05,23.75,498.8,1,Sukses (Delivered)
3.0,418.0,20.9,438.9,1,Sukses (Delivered)
6.0,1238.0,61.9,1299.9,1,Sukses (Delivered)
3.0,399.0,19.95,418.95,1,Sukses (Delivered)
8.0,859.0,42.95,901.95,1,Sukses (Delivered)
5.0,607.0,22.82,479.12,1,Sukses (Delivered)
2.0,555.0,24.0,504.07,1,Sukses (Delivered)
3.0,488.0,19.4,407.4,1,Sukses (Delivered)
7.0,768.0,28.4,596.4,1,Sukses (Delivered)
8.0,489.0,24.45,513.45,1,Sukses (Delivered)
3.0,1397.0,69.85,1466.85,1,Sukses (Delivered)
6.0,479.0,18.95,397.95,1,Sukses (Delivered)
2.0,385.0,15.25,320.25,1,Sukses (Delivered)
3.0,385.0,19.25,404.25,1,Sukses (Delivered)
2.0,489.0,24.45,513.45,1,Sukses (Delivered)
3.0,926.05,36.12,758.44,1,Sukses (Delivered)
5.0,459.0,22.95,481.95,1,Sukses (Delivered)
9.0,1078.0,53.9,1131.9,1,Sukses (Delivered)
3.0,509.0,18.41,386.51,1,Sukses (Delivered)
4.0,1257.0,62.85,1319.85,1,Sukses (Delivered)
6.0,310.0,10.5,220.5,1,Sukses (Delivered)
8.0,1367.0,68.35,1435.35,1,Sukses (Delivered)
5.0,599.0,29.95,628.95,1,Sukses (Delivered)
11.0,1058.0,45.05,946.05,1,Sukses (Delivered)
1.0,319.0,15.95,334.95,1,Sukses (Delivered)
1.0,738.0,33.21,697.41,1,Sukses (Delivered)
11.0,629.0,25.45,534.45,1,Sukses (Delivered)
3.0,736.0,31.8,667.8,1,Sukses (Delivered)
3.0,609.0,30.45,639.45,1,Sukses (Delivered)
9.0,799.0,35.3,741.3,1,Sukses (Delivered)
1.0,2665.0,133.25,2798.25,1,Sukses (Delivered)
3.0,318.0,11.4,239.4,1,Sukses (Delivered)
1.0,548.0,27.4,575.4,1,Sukses (Delivered)
8.0,620.0,26.5,556.5,1,Sukses (Delivered)
9.0,799.0,39.95,838.95,1,Sukses (Delivered)
2.0,585.0,29.25,614.25,1,Sukses (Delivered)
8.0,1576.0,65.3,1371.3,1,Sukses (Delivered)
6.0,837.0,33.67,706.97,1,Sukses (Delivered)
4.0,579.0,28.95,607.95,1,Sukses (Delivered)
5.0,325.0,12.25,257.25,1,Sukses (Delivered)
4.0,635.0,16.25,341.25,1,Sukses (Delivered)
1.0,420.0,21.0,441.0,1,Sukses (Delivered)
2.0,454.0,20.43,429.03,1,Sukses (Delivered)
6.0,1244.0,53.45,1122.45,1,Sukses (Delivered)
3.0,599.0,22.96,482.06,1,Sukses (Delivered)
1.0,620.0,15.5,325.5,1,Sukses (Delivered)
2.0,659.0,32.95,691.95,1,Sukses (Delivered)
3.0,1016.0,42.95,901.95,1,Sukses (Delivered)
2.0,599.0,29.95,628.95,1,Sukses (Delivered)
1.0,319.0,10.95,229.95,1,Sukses (Delivered)
2.0,679.0,29.45,618.45,1,Sukses (Delivered)
3.0,859.0,37.15,780.18,1,Sukses (Delivered)
2.0,1148.0,57.4,1205.4,1,Sukses (Delivered)
2.0,1078.0,43.9,921.9,1,Sukses (Delivered)
5.0,1718.0,75.9,1593.9,1,Sukses (Delivered)
