Distance_Num,Bill subtotal,Packaging charges,Total,Target_Beli,Status_Transaksi
3.0,609.455687725577,25.986040756477458,545.7027132703396,0,Gagal (Cancelled/Missed)
2.0,645.0,28.25,593.25,0,Gagal (Cancelled/Missed)
5.4189799203823865,1140.806971414334,50.10313111579597,1052.154133030123,0,Gagal (Cancelled/Missed)
1.2430115107628184,574.346253236782,14.36365633091955,301.5367829493106,0,Gagal (Cancelled/Missed)
4.046224786077248,582.0693371791159,24.785978386693348,520.5055461205603,0,Gagal (Cancelled/Missed)
9.0,310.0,15.5,325.5,0,Gagal (Cancelled/Missed)
3.1624910041595706,250.6249100415957,7.420808856684626,155.77886144016918,0,Gagal (Cancelled/Missed)
4.2554722928557895,449.0,17.45,366.45,0,Gagal (Cancelled/Missed)
14.846284325421541,579.7685783728923,23.988428918644615,503.7570072915369,0,Gagal (Cancelled/Missed)
2.6985356185455833,587.6764292096962,29.383821460484803,617.060250670181,0,Gagal (Cancelled/Missed)
1.0,599.0,29.95,628.95,0,Gagal (Cancelled/Missed)
3.843964332213142,466.34053501680285,23.317026750840142,489.657561767643,0,Gagal (Cancelled/Missed)
8.851687091892607,619.1275903231231,26.366346968023983,553.6805272961913,0,Gagal (Cancelled/Missed)
6.002311142778946,1428.8983097177263,67.70726801936561,1421.8526284066781,0,Gagal (Cancelled/Missed)
1.0,625.0195386031745,3.9738272944974415,628.993365897672,0,Gagal (Cancelled/Missed)
1.1884413092709405,623.3467607218718,5.643817212664672,628.9905779345364,0,Gagal (Cancelled/Missed)
3.021843754985776,320.95631249002844,10.06423052560306,211.3162358294971,0,Gagal (Cancelled/Missed)
1.2418194823205817,544.3344128033007,15.226296267160798,319.6764035586088,0,Gagal (Cancelled/Missed)
4.072902512084466,453.17193869561993,22.658596934780995,475.8305356304009,0,Gagal (Cancelled/Missed)
2.6074093543751697,603.0185233859379,29.230684313917113,613.8041853584,0,Gagal (Cancelled/Missed)
1.0611402235643421,409.3668413413861,15.529482290633645,326.11912810330654,0,Gagal (Cancelled/Missed)
3.785335818158742,470.1727051814605,23.508635259073024,493.6813404405335,0,Gagal (Cancelled/Missed)
7.0,1278.115436170748,63.01879194589024,1323.3946308636953,0,Gagal (Cancelled/Missed)
2.0042969052739705,428.9613278525343,21.448066392626714,450.40939424516097,0,Gagal (Cancelled/Missed)
13.350681990286208,579.0,23.998105108616652,503.9602072809497,0,Gagal (Cancelled/Missed)
4.342993340064924,478.81639677100634,23.940819838550315,502.7572166095566,0,Gagal (Cancelled/Missed)
1.1575479239013438,448.4660543258296,17.844528754340807,374.73510384115696,0,Gagal (Cancelled/Missed)
2.500798627731281,593.9920137226871,29.69960068613436,623.6916144088216,0,Gagal (Cancelled/Missed)
4.888351377047542,605.4465944918098,25.32815403606672,531.8912347574011,0,Gagal (Cancelled/Missed)
7.266833995472516,599.0,24.96221943340879,524.2066081015846,0,Gagal (Cancelled/Missed)
3.1686899564953706,1116.4345507664789,55.82537210710114,1172.2599228735803,0,Gagal (Cancelled/Missed)
5.613835720945902,582.9207535814188,24.3,510.3,0,Gagal (Cancelled/Missed)
1.112341936239472,599.0,29.95,628.95,0,Gagal (Cancelled/Missed)
2.448082490427134,1058.9971961111935,50.965986793674496,1070.2857226671645,0,Gagal (Cancelled/Missed)
4.40735790745121,607.518394768628,28.425207336415582,596.844170117041,0,Gagal (Cancelled/Missed)
8.112228352109826,390.3366850563295,19.516834252816473,409.85351930914595,0,Gagal (Cancelled/Missed)
4.563043726806931,700.5326140808169,27.267499904724012,572.6174979992043,0,Gagal (Cancelled/Missed)
5.0,655.6766281977967,32.78383140988984,688.4604596076866,0,Gagal (Cancelled/Missed)
3.4552643473751825,1552.952553073238,77.6476276536619,1630.6001807269,0,Gagal (Cancelled/Missed)
3.1336295005819697,779.8697023809652,38.99348511904826,818.8631875000135,0,Gagal (Cancelled/Missed)
4.064855294269225,738.07844058725,36.903922029362505,774.9823626166126,0,Gagal (Cancelled/Missed)
5.092109184873129,1538.8421836974626,76.94210918487312,1615.7842928823356,0,Gagal (Cancelled/Missed)
2.3165884695541052,461.48247316509514,18.074123658254756,379.5565968233499,0,Gagal (Cancelled/Missed)
5.34020249237634,497.3349610632203,24.075777258386026,505.5913224261066,0,Gagal (Cancelled/Missed)
15.20738445797355,1058.921180812056,37.9460590406028,796.8672398526587,0,Gagal (Cancelled/Missed)
5.888608490435452,650.1139150956454,38.27276485770835,688.3866799533539,0,Gagal (Cancelled/Missed)
2.120916409116661,945.5833684324748,43.619376345857845,915.9620666066501,0,Gagal (Cancelled/Missed)
7.249830388891284,5705.565352297726,228.02095868748802,4788.448471424285,0,Gagal (Cancelled/Missed)
5.3464378122976655,2108.231319147479,79.17782554879308,1662.702188393855,0,Gagal (Cancelled/Missed)
4.902050730027722,3055.5905301998805,129.9982353231439,2729.9403905177714,0,Gagal (Cancelled/Missed)
2.5942391916803036,645.7923189222404,27.97268837721586,587.426455921533,0,Gagal (Cancelled/Missed)
7.265665502909359,656.25012960931,27.715484222111378,582.0342313263506,0,Gagal (Cancelled/Missed)
2.994346255822234,620.0,26.82,563.12,0,Gagal (Cancelled/Missed)
1.5660475729241843,511.2631475617332,16.56211600044764,347.7610407666929,0,Gagal (Cancelled/Missed)
3.0444024656060305,270.82050108984726,13.541025054492362,284.3615261443396,0,Gagal (Cancelled/Missed)
1.0,622.8930693305198,6.096752451697743,628.9898217822175,0,Gagal (Cancelled/Missed)
6.58590171489355,818.427296007446,40.9213648003723,859.3486608078183,0,Gagal (Cancelled/Missed)
2.6147045940062474,432.11583916260616,16.60367614850156,348.7195153111077,0,Gagal (Cancelled/Missed)
4.274960387546617,317.7626782560402,11.068740096886655,232.44354203461975,0,Gagal (Cancelled/Missed)
5.20810697786013,650.9797325553496,32.54898662776748,683.5287191831172,0,Gagal (Cancelled/Missed)
3.0,477.3361151870292,23.866805759351458,501.20292094638063,0,Gagal (Cancelled/Missed)
6.116407019114789,1113.8625123058366,44.89902820430544,942.8795922904142,0,Gagal (Cancelled/Missed)
5.2283725042491,449.0,17.45,366.45,0,Gagal (Cancelled/Missed)
12.812016598645918,589.9399170067704,24.49699585033852,514.436912857109,0,Gagal (Cancelled/Missed)
11.920478353017266,579.0,24.03981938137033,504.8362070087769,0,Gagal (Cancelled/Missed)
2.9867294765122434,666.3791386577652,27.871753700670308,585.3068277140765,0,Gagal (Cancelled/Missed)
5.831650203560592,649.4208744910985,32.47104372455493,681.8919182156535,0,Gagal (Cancelled/Missed)
6.308910900374237,921.3722777198345,22.57473269174473,474.05786837497897,0,Gagal (Cancelled/Missed)
3.8120539897255346,601.8321439726014,25.111406298801313,527.3395322748275,0,Gagal (Cancelled/Missed)
2.009371891734143,658.7938183818488,32.93969091909244,691.7335093009414,0,Gagal (Cancelled/Missed)
5.9386933306292615,548.87839336105,22.793919668052503,478.67231302910255,0,Gagal (Cancelled/Missed)
12.251902145086632,636.87785321763,25.95735416887669,545.0982033976196,0,Gagal (Cancelled/Missed)
4.903607401652207,707.9114937024644,27.13695049603332,569.8759604166997,0,Gagal (Cancelled/Missed)
7.157248481764807,643.213757591176,32.1606878795588,675.3744454707348,0,Gagal (Cancelled/Missed)
2.8302323647341705,450.52790871739245,17.526395435869624,368.0543041532621,0,Gagal (Cancelled/Missed)
3.6351005374845267,321.18939677509286,11.456124328144341,240.5786108910312,0,Gagal (Cancelled/Missed)
5.905026597443198,649.949734025568,38.37110931868476,688.3208433442528,0,Gagal (Cancelled/Missed)
9.187856284039523,391.7514251361581,19.587571256807905,411.338996392966,0,Gagal (Cancelled/Missed)
4.370954646409021,590.1286393922707,28.656945829336873,601.7587669514335,0,Gagal (Cancelled/Missed)
6.274966833480473,583.9124502502207,24.3,510.3,0,Gagal (Cancelled/Missed)
8.547884871354938,306.9105466209254,15.34552733104627,322.2560739519717,0,Gagal (Cancelled/Missed)
15.274819950017644,291.1755401499471,14.558777007497353,305.7343171574444,0,Gagal (Cancelled/Missed)
3.5429884037464054,614.0271275587895,26.347600088740627,553.2539007039278,0,Gagal (Cancelled/Missed)
6.0,4329.259275401084,162.34815278791427,3409.292609338727,0,Gagal (Cancelled/Missed)
6.271415007519672,585.0,24.992155742856312,524.8352705999826,0,Gagal (Cancelled/Missed)
5.645834851916897,310.0,11.322917425958448,237.78126594512742,0,Gagal (Cancelled/Missed)
7.843815313044819,310.0,15.5,325.5,0,Gagal (Cancelled/Missed)
9.581825533711978,386.91274638765117,19.345637319382554,406.25838370703366,0,Gagal (Cancelled/Missed)
1.5939560909008759,599.0,29.95,628.95,0,Gagal (Cancelled/Missed)
6.677375346729679,1140.9049861308129,37.46397923010208,786.7435638321438,0,Gagal (Cancelled/Missed)
2.7277557173285847,451.45019854404273,17.572509927202137,369.02270847124487,0,Gagal (Cancelled/Missed)
4.31705830537467,838.6106182882692,41.93053091441346,880.5411492026826,0,Gagal (Cancelled/Missed)
9.71020072267907,1064.7619831374884,45.33882505029358,952.0882240489384,0,Gagal (Cancelled/Missed)
4.075476545576008,642.2972049554261,26.843066074091823,563.6812744695676,0,Gagal (Cancelled/Missed)
6.086054544686101,1542.1986183139907,76.62802546545736,1609.1885347746045,0,Gagal (Cancelled/Missed)
1.0554656972650494,562.8433076035795,14.433559108962731,303.01028785794387,0,Gagal (Cancelled/Missed)
5.75568830095005,311.09940264572475,11.438922075237512,240.21736357998776,0,Gagal (Cancelled/Missed)
1.1602777003649072,680.0685180024327,40.61204496920868,720.6805629716414,0,Gagal (Cancelled/Missed)
1.0,739.3111678130074,31.96555839065037,671.2767262036577,0,Gagal (Cancelled/Missed)
14.32216708289963,551.0648607642503,27.553243038212514,578.6181038024628,0,Gagal (Cancelled/Missed)
1.0,769.8039187482216,33.484848266908024,703.1818136050686,0,Gagal (Cancelled/Missed)
2.3772630202319753,458.188631510116,17.9094315755058,376.0980630856218,0,Gagal (Cancelled/Missed)
4.621451235076771,2803.752483481402,124.49287323220625,2614.3348015954543,0,Gagal (Cancelled/Missed)
3.1976614179456986,637.7906456717828,32.317139817745,670.1077854895278,0,Gagal (Cancelled/Missed)
2.5314899500801755,587.4331808985569,24.581106029951894,516.2032266289898,0,Gagal (Cancelled/Missed)
2.662583264373949,878.0612510343908,38.11091340505109,800.2894265102104,0,Gagal (Cancelled/Missed)
3.638292800861379,2315.4469309506326,111.93640097522905,2350.6410162969405,0,Gagal (Cancelled/Missed)
7.184736345102518,825.7630202275059,41.28815101137529,867.0511712388811,0,Gagal (Cancelled/Missed)
5.0,602.781704236978,25.157571009874086,528.3089912073558,0,Gagal (Cancelled/Missed)
4.079151259124123,462.81273111313817,23.140636555656908,485.95336766879507,0,Gagal (Cancelled/Missed)
3.0523057720833213,1579.5478190425008,78.97739095212505,1658.525209994626,0,Gagal (Cancelled/Missed)
4.714023436299232,1119.708515598583,50.15440898493936,1053.2425886837266,0,Gagal (Cancelled/Missed)
2.34472383177075,359.6582850468775,14.672361915885375,308.11960023359285,0,Gagal (Cancelled/Missed)
5.968194468766159,649.3180553123384,38.74948486790929,688.0675401802478,0,Gagal (Cancelled/Missed)
3.0,388.53503748865114,17.62208020927907,370.06368439486045,0,Gagal (Cancelled/Missed)
2.2687248254369794,303.14751695135703,10.131846989151338,212.75535053090624,0,Gagal (Cancelled/Missed)
1.8491705623389714,375.8823480687801,14.643287965777978,307.50904728133753,0,Gagal (Cancelled/Missed)
3.02571506823395,1381.2841726401941,45.18387306795013,948.7626201803644,0,Gagal (Cancelled/Missed)
2.4399169430616685,1984.2099668325998,67.83726640236094,1424.609295072507,0,Gagal (Cancelled/Missed)
3.90902265700518,686.3621575684456,27.51820798148135,577.8823676111083,0,Gagal (Cancelled/Missed)
2.419828130008696,649.7637811398087,32.488189056990436,682.2519701967991,0,Gagal (Cancelled/Missed)
2.8069878660141074,875.8951820097884,37.96073261934533,797.126965734291,0,Gagal (Cancelled/Missed)
6.207856020090283,999.983630935215,24.999590773380376,524.9914062409879,0,Gagal (Cancelled/Missed)
6.493405758901837,588.4538403123129,25.175989136164723,528.6957718594592,0,Gagal (Cancelled/Missed)
6.0,310.0,11.34793180829935,238.30656797428634,0,Gagal (Cancelled/Missed)
12.412288658208809,299.7631340253736,14.988156701268679,314.75129072664225,0,Gagal (Cancelled/Missed)
3.0,613.0173865064738,26.26773875096657,551.5859920747846,0,Gagal (Cancelled/Missed)
7.0,1389.8826260725425,65.99741638103006,1385.9457440016315,0,Gagal (Cancelled/Missed)
7.0,1328.4298748938027,66.42149374469014,1394.8513686384929,0,Gagal (Cancelled/Missed)
4.922685313117346,797.3029426229257,39.86495384442908,837.1678964673548,0,Gagal (Cancelled/Missed)
3.9530836113988164,731.3900869481846,31.87253373438681,669.3454470397223,0,Gagal (Cancelled/Missed)
5.648492455990698,1129.7216077115163,49.46915326487786,1038.8522185624352,0,Gagal (Cancelled/Missed)
6.0,649.0,33.90868446882209,682.9086844688221,0,Gagal (Cancelled/Missed)
5.886691718005444,583.3300375770082,24.3,510.3,0,Gagal (Cancelled/Missed)
7.0,1372.7588000599294,68.63794000299647,1441.396740062926,0,Gagal (Cancelled/Missed)
2.0984319144722114,426.6827124569433,16.430313617105558,345.0816643634931,0,Gagal (Cancelled/Missed)
8.492887450912347,2079.6754022079554,90.36429500357998,1897.567098826816,0,Gagal (Cancelled/Missed)
3.3512216433154123,323.24389178342295,12.103657648618578,254.17681062099015,0,Gagal (Cancelled/Missed)
4.433460375810708,717.37071888624,35.868535944312,753.239254830552,0,Gagal (Cancelled/Missed)
4.0,656.7380433162269,16.158352993683394,339.2320403195818,0,Gagal (Cancelled/Missed)
6.629678915472439,310.0,15.5,325.5,0,Gagal (Cancelled/Missed)
4.855267438962147,804.3551047584006,39.791517845663556,835.6175327821035,0,Gagal (Cancelled/Missed)
4.577018512783299,381.3447223082505,18.221273140979125,382.6467359605616,0,Gagal (Cancelled/Missed)
2.890616494305451,314.00777422437454,10.722654123576362,225.17573659510361,0,Gagal (Cancelled/Missed)
2.3775160715410073,247.9345470264705,7.45964669658036,156.65258062818754,0,Gagal (Cancelled/Missed)
9.708304278035465,1242.783949305648,43.30086903352233,909.2629717324892,0,Gagal (Cancelled/Missed)
13.838844359762108,1070.4397266386688,38.52198633193345,808.9617129706023,0,Gagal (Cancelled/Missed)
6.239726555212204,2252.6408874527338,102.70502748121841,2156.745009583369,0,Gagal (Cancelled/Missed)
5.827643984536396,310.0,15.5,325.5,0,Gagal (Cancelled/Missed)
2.0763356421664527,579.0,24.3,510.3,0,Gagal (Cancelled/Missed)
3.3446739286173472,1811.5188146733012,90.57594073366506,1902.0947554069664,0,Gagal (Cancelled/Missed)
3.557840697733611,753.1156813954673,32.30133677675579,678.3638820816398,0,Gagal (Cancelled/Missed)
1.0,759.6425463996471,37.29773298679607,783.2523927227174,0,Gagal (Cancelled/Missed)
4.871751938812199,447.1404031127769,22.357020155638843,469.49742326841573,0,Gagal (Cancelled/Missed)
3.177325351266227,975.0930140506491,41.849164271226215,878.7559962027759,0,Gagal (Cancelled/Missed)
10.003756041180417,306.98873187645876,15.349436593822936,322.3381684702817,0,Gagal (Cancelled/Missed)
8.75094640414078,661.8773660103519,28.680372833263977,602.3047068645539,0,Gagal (Cancelled/Missed)
3.2960138276041686,638.1840553104166,32.54957934590452,670.7336346563212,0,Gagal (Cancelled/Missed)
5.980260328747703,1168.013159780835,29.20032899452087,613.2069088849383,0,Gagal (Cancelled/Missed)
2.7988579604088053,881.0228407918239,44.0511420395912,925.0739828314152,0,Gagal (Cancelled/Missed)
1.0,751.5886645490765,32.077305896974096,673.6234238364559,0,Gagal (Cancelled/Missed)
5.436305184651664,1561.8853550663523,78.09426775331761,1639.9796228196699,0,Gagal (Cancelled/Missed)
4.451461536926116,456.7426923153694,17.83713461576847,374.57982693113786,0,Gagal (Cancelled/Missed)
6.0,449.0,17.45,366.45,0,Gagal (Cancelled/Missed)
2.128016065203436,656.1836465655244,32.80918232827622,688.9928288938006,0,Gagal (Cancelled/Missed)
3.050708553448223,462.79716578620713,18.139858289310357,380.93702407551746,0,Gagal (Cancelled/Missed)
7.74416058576175,579.0,24.14534952269103,507.05233997651163,0,Gagal (Cancelled/Missed)
4.108152080097314,636.068205161411,26.83662228120146,563.5244755092356,0,Gagal (Cancelled/Missed)
4.042302371289795,1362.9031897286563,44.84579888676165,941.66872530447,0,Gagal (Cancelled/Missed)
9.695792602424078,279.30121938834475,13.965060969417236,293.26628035776196,0,Gagal (Cancelled/Missed)
2.0,645.0,28.25,593.25,0,Gagal (Cancelled/Missed)
3.5232405545813474,962.7675944541866,41.747038469673384,876.6287374853243,0,Gagal (Cancelled/Missed)
1.470390402055381,754.94246238664,37.747123119332,792.689585505972,0,Gagal (Cancelled/Missed)
4.0,570.2421884317703,17.18351207801856,360.7955328716596,0,Gagal (Cancelled/Missed)
1.2717684076072298,445.54353681521445,17.709234738858914,371.89392951603725,0,Gagal (Cancelled/Missed)
4.780672340733116,375.0,18.75,393.75,0,Gagal (Cancelled/Missed)
3.6377545684123627,467.8851958103916,23.39425979051958,491.2794556009112,0,Gagal (Cancelled/Missed)
3.4106468301443202,643.2366914623196,28.11069862552325,590.3370142957519,0,Gagal (Cancelled/Missed)
3.9579460607590375,447.3663568486072,17.572523236354456,369.0229879634436,0,Gagal (Cancelled/Missed)
5.665089938487364,311.67455030756315,11.139545858963599,233.93046303823556,0,Gagal (Cancelled/Missed)
3.6462088350737227,740.7996425720208,37.03998212860104,777.8396247006218,0,Gagal (Cancelled/Missed)
10.892578177930599,1106.4138846496576,41.27260653235864,866.7247371795313,0,Gagal (Cancelled/Missed)
5.330054858177984,313.3497257091101,11.667486285455503,245.01721199456557,0,Gagal (Cancelled/Missed)
5.56871764780126,1143.0284646980867,37.052479855196324,778.1020769591229,0,Gagal (Cancelled/Missed)
7.0,1378.7657589947746,63.613183616110874,1335.8768559383284,0,Gagal (Cancelled/Missed)
3.2071134735495868,619.3786595793513,26.6190999306569,558.9218098911499,0,Gagal (Cancelled/Missed)
5.135372519695351,583.2707450393907,24.97620129790353,524.5002272559741,0,Gagal (Cancelled/Missed)
5.742380889256743,310.0,11.371190444628372,238.7949993371958,0,Gagal (Cancelled/Missed)
3.9924820657034497,317.5281922536121,11.876409612680604,249.40460186629267,0,Gagal (Cancelled/Missed)
1.3069949616982992,1103.3838163436142,55.17367915891121,1158.5574955025254,0,Gagal (Cancelled/Missed)
4.932780132129681,946.2186735014366,41.512593278682786,871.7644588523385,0,Gagal (Cancelled/Missed)
4.551014191784603,634.7959432328616,28.28826521287677,593.9897941156175,0,Gagal (Cancelled/Missed)
5.187600423961749,626.2814006359426,26.49895063416293,556.4128599876212,0,Gagal (Cancelled/Missed)
7.311063089500561,1217.2538807796936,60.86269403898468,1278.1165748186784,0,Gagal (Cancelled/Missed)
2.7890934212424865,1186.825959615952,59.34331615842886,1246.1692757743808,0,Gagal (Cancelled/Missed)
1.6832089255053857,460.0305963611185,18.159925355303233,381.3584324613679,0,Gagal (Cancelled/Missed)
1.1987674053165596,447.31895306202654,17.832819752215233,374.4892147965199,0,Gagal (Cancelled/Missed)
6.369944647938025,1367.9673615517127,68.39836807758563,1436.3657296292984,0,Gagal (Cancelled/Missed)
2.885535434025456,958.8428347220365,41.51859378245815,871.8196265968992,0,Gagal (Cancelled/Missed)
3.640347785245339,748.8801159284151,32.372075353469825,679.8135824228664,0,Gagal (Cancelled/Missed)
3.3098289245886936,618.3733981459094,26.830844012360604,563.3477242595727,0,Gagal (Cancelled/Missed)
15.43013164481153,290.7096050655654,14.53548025327827,305.2450853188437,0,Gagal (Cancelled/Missed)
2.557893268784171,446.24631461502736,17.67210533656079,371.11421206777663,0,Gagal (Cancelled/Missed)
5.226758246944412,1169.5464835061111,29.23866208765278,614.0119038407083,0,Gagal (Cancelled/Missed)
9.71851725806705,635.3518534274161,27.48779642076588,577.3112618620916,0,Gagal (Cancelled/Missed)
3.178912638240271,449.0,17.45,366.45,0,Gagal (Cancelled/Missed)
5.361698933116059,597.7470442073591,24.918676105183977,523.2921982088635,0,Gagal (Cancelled/Missed)
6.922411548310635,684.0516388358042,34.706130993254185,718.7577698290584,0,Gagal (Cancelled/Missed)
6.176474399534178,2125.8992407900846,82.29757735024917,1728.2015612592413,0,Gagal (Cancelled/Missed)
2.6472545113740757,392.65390789809265,15.632695394904632,328.28660329299726,0,Gagal (Cancelled/Missed)
3.373468571983049,730.2040571594914,31.82346857198305,668.2928400116441,0,Gagal (Cancelled/Missed)
5.228634227155052,747.9722449530157,32.43802784070541,681.2505861201139,0,Gagal (Cancelled/Missed)
5.0,474.49787399152115,21.430085040339154,450.03178584712225,0,Gagal (Cancelled/Missed)
5.441828027216657,653.6045700680417,28.469416536735064,597.8663518415043,0,Gagal (Cancelled/Missed)
2.220964266370375,615.5231310233087,26.46592036275259,555.7250264266835,0,Gagal (Cancelled/Missed)
4.431106487345537,760.6315226262471,21.911691164591304,460.1170697807846,0,Gagal (Cancelled/Missed)
1.1926741003934884,1091.6201129762733,54.58584508706335,1146.2059580633368,0,Gagal (Cancelled/Missed)
2.955778819884687,402.25628240153753,17.387185879923123,365.1309034783856,0,Gagal (Cancelled/Missed)
3.0,464.6194067903831,23.230970339519153,487.85037712990226,0,Gagal (Cancelled/Missed)
4.201579610616696,606.3385987020556,28.636390832332037,601.2908214919522,0,Gagal (Cancelled/Missed)
4.669732611677084,917.9456676626146,41.87888771306823,879.4566419744328,0,Gagal (Cancelled/Missed)
3.8800043544927334,635.9942807377226,31.79971403688613,667.7939947746088,0,Gagal (Cancelled/Missed)
5.327522502189543,2107.8286932608917,79.10673100465812,1661.2095542513516,0,Gagal (Cancelled/Missed)
5.751023859138414,310.0,11.375511929569207,238.88575052095334,0,Gagal (Cancelled/Missed)
6.244680178225358,676.425522495155,33.82127612475775,710.2467986199127,0,Gagal (Cancelled/Missed)
4.738348284094686,450.1774327215739,22.508871636078695,472.6863043576526,0,Gagal (Cancelled/Missed)
1.7739054081755197,445.73905408175517,22.28695270408776,468.0260067858429,0,Gagal (Cancelled/Missed)
4.6006438979730735,4048.0191775804706,162.09748007018584,3404.079589522627,0,Gagal (Cancelled/Missed)
5.001756086136734,608.9104396070265,28.15954341760445,591.250587378307,0,Gagal (Cancelled/Missed)
3.412360114950327,629.0,13.658782970848751,612.3112927247736,0,Gagal (Cancelled/Missed)
4.1686727417189635,1700.4516105427558,81.83015615434216,1718.4138013621566,0,Gagal (Cancelled/Missed)
7.0,712.7596177939175,35.63798088969588,748.3975986836134,0,Gagal (Cancelled/Missed)
2.852738674198359,475.9811428210663,23.799057141053318,499.78019996211964,0,Gagal (Cancelled/Missed)
1.2546851633509108,559.6615440104666,14.54580960255513,305.37049115910276,0,Gagal (Cancelled/Missed)
3.8985419349878963,353.72678341438944,14.771220276426842,310.1956258049637,0,Gagal (Cancelled/Missed)
6.606488549278604,598.5354961830928,24.93838740457732,523.7061354961238,0,Gagal (Cancelled/Missed)
8.49918806081148,644.1886164163842,26.43447141777864,555.1238997733514,0,Gagal (Cancelled/Missed)
2.440385057645466,325.0,12.25,257.25,0,Gagal (Cancelled/Missed)
1.831076509351204,629.0,4.705555195946517,623.2506127083084,0,Gagal (Cancelled/Missed)
2.71884698588607,451.53037712702536,17.576518856351267,369.1068959833766,0,Gagal (Cancelled/Missed)
3.6066704285836724,663.3599774284979,39.80159864570988,703.1615760742079,0,Gagal (Cancelled/Missed)
2.385906823373106,294.82080865816704,10.24104043290835,215.0618490910754,0,Gagal (Cancelled/Missed)
18.210282792698717,1058.5886882920513,40.05377370224303,841.1292477471036,0,Gagal (Cancelled/Missed)
3.5265363346199767,272.59799828656986,13.629899914328492,286.2278982008983,0,Gagal (Cancelled/Missed)
7.909917916536581,854.2290404769338,41.83938635707595,878.627113498595,0,Gagal (Cancelled/Missed)
2.693396712524081,656.6886776249197,32.83443388124599,689.5231115061657,0,Gagal (Cancelled/Missed)
5.0,463.0610409707642,21.88755836116943,459.638725584558,0,Gagal (Cancelled/Missed)
2.1833347373948464,429.9643820027568,16.49583368434871,346.4602156871055,0,Gagal (Cancelled/Missed)
2.813136341376444,310.0,10.70328408534411,224.76896579222634,0,Gagal (Cancelled/Missed)
2.5604553467327165,415.57104891107815,16.337908930653455,343.11806477638595,0,Gagal (Cancelled/Missed)
5.0,690.3197015015569,27.019343038940807,567.4062038177569,0,Gagal (Cancelled/Missed)
3.8232496026795304,794.009200622899,38.65734206692069,811.8347408616291,0,Gagal (Cancelled/Missed)
2.645032077013559,473.8803421548113,18.80152245390949,394.8319715320993,0,Gagal (Cancelled/Missed)
2.325258326125671,652.0472637327229,28.125317641651826,590.6316704746883,0,Gagal (Cancelled/Missed)
5.311206305484652,1317.5008338947684,65.87504169473843,1383.375875589507,0,Gagal (Cancelled/Missed)
1.0,1069.1651213211824,53.461495683660075,1122.6266170048425,0,Gagal (Cancelled/Missed)
9.0,310.0,15.5,325.5,0,Gagal (Cancelled/Missed)
5.643453281018169,3890.715557949158,148.528071591401,3119.043960253408,0,Gagal (Cancelled/Missed)
3.9904139822585325,617.0287580532244,25.859298437209226,543.0443085796196,0,Gagal (Cancelled/Missed)
1.0,758.2051222414443,37.82478851147044,794.3205587408792,0,Gagal (Cancelled/Missed)
4.667886441407945,629.0,12.817225398031097,641.8172253980312,0,Gagal (Cancelled/Missed)
1.0,599.0,29.95,628.95,0,Gagal (Cancelled/Missed)
5.157337705800048,649.0,32.45,681.45,0,Gagal (Cancelled/Missed)
5.230652031236341,452.8467398438183,17.642336992190913,370.4890768360092,0,Gagal (Cancelled/Missed)
5.980380170452724,629.0784793181891,28.30970570255679,594.4043102494312,0,Gagal (Cancelled/Missed)
4.888766018077682,855.4002211674601,42.77001105837301,898.1702322258332,0,Gagal (Cancelled/Missed)
2.5464214242139387,415.9085647476548,16.340715715157213,343.17770894709076,0,Gagal (Cancelled/Missed)
8.760544972000213,1220.3890451179802,60.3489781774996,1267.3285417274917,0,Gagal (Cancelled/Missed)
3.117980501773637,897.1411346909726,38.63887928062674,811.4164648931616,0,Gagal (Cancelled/Missed)
2.16702067428234,769.961961911394,38.4980980955697,808.4600600069637,0,Gagal (Cancelled/Missed)
4.973281439652973,574.0119326217786,28.700596631088924,602.7125292528675,0,Gagal (Cancelled/Missed)
3.8307643925037684,925.7753696167617,46.28876848083809,972.0641380975998,0,Gagal (Cancelled/Missed)
4.80605248018672,605.7757900792532,25.385763263869297,533.1010285412552,0,Gagal (Cancelled/Missed)
4.675050667566182,415.60299199763875,20.780149599881938,436.3831415975207,0,Gagal (Cancelled/Missed)
10.220683731687888,1110.1398447606398,41.29459580514476,867.18651190804,0,Gagal (Cancelled/Missed)
1.384950730807268,617.88277098056,26.652546432098838,559.6227226106159,0,Gagal (Cancelled/Missed)
5.528519755699311,501.94873401463315,23.868628268730756,501.2411936433459,0,Gagal (Cancelled/Missed)
9.348657553333153,942.8808384153327,47.14404192076664,990.0248803360994,0,Gagal (Cancelled/Missed)
4.8877400196264205,405.2538774337608,17.70656388150125,371.8378415115263,0,Gagal (Cancelled/Missed)
10.405879668837224,1013.3532364279054,46.42564265689305,974.9206721848191,0,Gagal (Cancelled/Missed)
5.9145630812464685,308.8323621103684,11.555533997189794,242.6662139409857,0,Gagal (Cancelled/Missed)
2.859446108518295,519.8704004419466,20.690812312791692,434.5070585686255,0,Gagal (Cancelled/Missed)
4.939519942517703,648.6371196551062,32.431855982755316,681.0689756378616,0,Gagal (Cancelled/Missed)
5.017065385445699,344.28191385013935,8.612047846253484,180.75300477132316,0,Gagal (Cancelled/Missed)
5.095361572885051,649.0,33.068896608023984,682.068896608024,0,Gagal (Cancelled/Missed)
4.944711183610021,1095.8631601794348,49.388972798446495,1037.1670465469667,0,Gagal (Cancelled/Missed)
